City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
nyuksenitsa,60.4128,44.2397,23.38,98,100,6.98,RU,1611875629
kodinsk,58.6881,99.1844,-37.28,79,14,2.24,RU,1611875629
pasni,25.2631,63.471,66.56,28,0,7.34,PK,1611875629
kadoma,34.7333,135.5833,36.0,55,20,8.05,JP,1611875430
areosa,41.7178,-8.8571,57.99,100,75,11.5,PT,1611875803
tarakan,3.3,117.6333,75.2,100,20,8.55,ID,1611875641
zhuhai,22.2769,113.5678,59.0,63,0,16.11,CN,1611875656
lavrentiya,65.5833,-171.0,-11.45,84,100,12.8,RU,1611875803
rioja,-29.4111,-66.8507,91.69,31,45,0.87,AR,1611875803
grand river south east,0.0,0.0,0.0,0,0,0.0,0,0
zirandaro,18.45,-100.9833,96.93,21,98,0.92,MX,1611875804
cockburn town,21.4612,-71.1419,77.31,73,22,13.89,TC,1611875804
gimbi,9.1667,35.8333,58.71,56,46,2.51,ET,1611875804
ostrovnoy,68.0531,39.5131,2.41,90,99,16.02,RU,1611875804
denpasar,-8.65,115.2167,80.6,83,40,8.05,ID,1611875804
sioux lookout,50.1001,-91.917,-2.2,78,20,3.44,CA,1611875804
shipitsyno,61.2806,46.5208,19.76,97,100,4.38,RU,1611875804
aswan,24.0934,32.907,53.91,46,5,8.93,EG,1611875804
kabanjahe,3.1001,98.4908,77.0,94,40,3.44,ID,1611875805
beyneu,45.3167,55.2,38.34,68,100,27.27,KZ,1611875805
moerai,-22.4333,-151.3333,81.05,74,93,15.43,PF,1611875805
parrita,9.5201,-84.3225,73.4,64,20,3.58,CR,1611875805
buchanan,5.8808,-10.0467,77.0,94,7,8.12,LR,1611875805
laguna,38.421,-121.4238,51.01,87,75,8.05,US,1611875805
asayita,0.0,0.0,0.0,0,0,0.0,0,0
saint george,37.1041,-113.5841,57.2,33,1,17.27,US,1611875778
luanda,-8.8368,13.2343,78.8,83,40,9.22,AO,1611875806
norrtalje,59.758,18.705,30.0,96,100,8.99,SE,1611875806
lahaina,20.8783,-156.6825,82.4,64,40,14.97,US,1611875806
katsuura,35.1333,140.3,42.8,75,20,3.44,JP,1611875806
porto da folha,-9.9172,-37.2783,77.94,72,85,12.8,BR,1611875806
batagay,67.6333,134.6333,-48.39,74,48,1.92,RU,1611875806
oistins,13.0667,-59.5333,77.0,69,20,12.66,BB,1611875806
flin flon,54.7682,-101.865,5.0,78,90,9.22,CA,1611875806
seoul,37.5683,126.9778,11.05,75,1,13.04,KR,1611875620
ilam,26.9167,87.9167,48.78,66,0,4.54,NP,1611875710
duz,0.0,0.0,0.0,0,0,0.0,0,0
banda aceh,5.5577,95.3222,78.35,73,100,9.53,ID,1611875807
nangong,37.3581,115.3744,25.05,72,0,5.93,CN,1611875807
ancud,-41.8697,-73.8203,59.0,72,90,4.61,CL,1611875654
vardo,70.3705,31.1107,24.04,92,100,22.5,NO,1611875520
oriximina,-1.7656,-55.8661,79.02,81,86,4.63,BR,1611875807
myitkyina,25.3833,97.4,53.76,60,0,3.33,MM,1611875807
manono,-7.3,27.4167,68.86,95,84,1.03,CD,1611875807
nabire,-3.3667,135.4833,77.49,89,100,1.34,ID,1611875808
eravur,7.7733,81.6095,76.24,87,100,7.61,LK,1611875808
luderitz,-26.6481,15.1594,70.02,47,0,24.45,NA,1611875808
vestmannaeyjar,63.4427,-20.2734,32.99,86,3,11.77,IS,1611875808
mezen,65.8522,44.24,-9.74,88,57,9.66,RU,1611875589
maceio,-9.6658,-35.7353,77.0,88,75,5.75,BR,1611875808
gali,42.6265,41.7381,43.09,77,100,6.44,GE,1611875808
olinda,-8.0089,-34.8553,78.8,69,40,6.91,BR,1611875808
balapur,20.6667,76.7667,62.89,46,6,3.96,IN,1611875809
pochutla,15.7432,-96.4661,84.2,61,75,11.5,MX,1611875809
voh,-20.9667,164.7,84.27,65,45,5.03,NC,1611875899
erenhot,43.6475,111.9767,8.11,88,20,12.15,CN,1611875899
caravelas,-17.7125,-39.2481,76.86,82,1,6.33,BR,1611875899
barbar,0.0,0.0,0.0,0,0,0.0,0,0
half moon bay,37.4636,-122.4286,55.0,87,75,8.05,US,1611875899
eldikan,0.0,0.0,0.0,0,0,0.0,0,0
la tuque,47.4334,-72.7824,6.8,66,100,13.8,CA,1611875900
moussoro,13.6408,16.4901,70.07,21,44,15.5,TD,1611875900
san cristobal,7.7669,-72.225,84.2,61,20,11.5,VE,1611875900
vila velha,-20.3297,-40.2925,79.0,78,0,17.27,BR,1611875900
flinders,-34.5833,150.8552,68.23,82,100,11.9,AU,1611875900
buzmeyin,38.0507,58.2056,32.0,86,0,6.91,TM,1611875900
ust-ilimsk,58.0006,102.6619,-35.46,82,100,3.15,RU,1611875708
karratha,-20.7377,116.8463,84.56,66,0,9.26,AU,1611875900
rapid valley,44.0625,-103.1463,48.2,37,1,6.91,US,1611875674
souillac,-20.5167,57.5167,75.2,94,40,1.14,MU,1611875900
xuddur,4.1213,43.8894,70.38,74,0,18.45,SO,1611875901
altamira,-3.2033,-52.2064,74.1,92,95,1.81,BR,1611875901
verkhoturye,58.8627,60.8054,23.05,97,100,6.85,RU,1611875901
haines junction,60.7522,-137.5108,-14.8,76,100,1.14,CA,1611875753
baykit,61.67,96.37,-40.61,74,34,3.65,RU,1611875901
buala,-8.145,159.5921,81.95,82,100,14.81,SB,1611875901
sisimiut,66.9395,-53.6735,9.66,79,0,10.49,GL,1611875901
bandarbeyla,9.4942,50.8122,72.27,82,2,16.33,SO,1611875901
sydney,-33.8679,151.2073,68.0,94,75,16.11,AU,1611875700
freeport,40.6576,-73.5832,30.0,37,20,21.85,US,1611875735
tabiauea,0.0,0.0,0.0,0,0,0.0,0,0
suar,29.0333,79.05,44.2,61,0,3.69,IN,1611875902
maragogi,-9.0122,-35.2225,77.97,81,39,8.23,BR,1611875902
nelson bay,-32.7167,152.15,71.01,100,75,11.5,AU,1611875902
nguiu,0.0,0.0,0.0,0,0,0.0,0,0
buriti dos lopes,-3.175,-41.8669,75.56,92,100,5.68,BR,1611875902
kolosovka,56.4678,73.611,23.23,95,100,16.31,RU,1611875902
sobolevo,54.4299,31.8996,26.62,99,95,4.54,RU,1611875902
resende,-22.4689,-44.4467,72.73,83,81,2.39,BR,1611875903
hualahuises,24.8847,-99.6733,68.5,31,55,9.22,MX,1611875903
aksu,41.1231,80.2644,18.63,80,0,4.65,CN,1611875903
hamilton,39.1834,-84.5333,28.99,59,90,5.75,US,1611875628
kaitangata,-46.2817,169.8464,52.0,82,97,8.01,NZ,1611875903
sarangani,5.4033,125.4636,80.62,75,84,7.74,PH,1611875903
tessalit,20.1986,1.0114,66.13,26,0,13.53,ML,1611875903
sakakah,29.9697,40.2064,51.73,45,0,4.74,SA,1611875903
avera,33.194,-82.5271,48.2,43,1,5.75,US,1611875903
kalianget,-7.05,113.9333,78.49,86,100,18.43,ID,1611875904
izyaslav,50.1195,26.8213,22.96,96,63,7.07,UA,1611875904
grobina,56.5352,21.1678,28.4,96,100,10.4,LV,1611875904
mwinilunga,-11.7358,24.4293,61.11,96,95,2.04,ZM,1611875904
olhao,37.0286,-7.8411,51.8,100,20,4.45,PT,1611875904
manokwari,-0.8667,134.0833,79.88,77,100,10.89,ID,1611875904
nochistlan,21.3667,-102.85,73.2,33,4,5.91,MX,1611875904
letterkenny,54.95,-7.7333,43.86,91,70,5.91,IE,1611875781
artyk,0.0,0.0,0.0,0,0,0.0,0,0
valparaiso,-33.0393,-71.6273,77.0,49,0,13.8,CL,1611875785
acapulco,16.8634,-99.8901,84.2,61,75,10.36,MX,1611876021
tabuk,17.4189,121.4443,64.9,85,40,4.25,PH,1611876021
ukiah,39.1502,-123.2078,51.8,66,75,8.05,US,1611875854
tigil,57.8,158.6667,-13.22,89,99,2.95,RU,1611876021
bhiwandi,19.3,73.0667,68.0,68,59,4.05,IN,1611876021
bako,5.7833,36.5667,69.73,41,25,2.98,ET,1611876021
kangaatsiaq,68.3065,-53.4641,7.09,89,1,10.96,GL,1611876022
muravlenko,63.7898,74.523,-27.2,86,95,8.95,RU,1611876022
yerofey pavlovich,53.9667,121.9667,-35.46,78,40,1.63,RU,1611876022
lata,40.1629,-8.3327,57.0,96,82,1.5,PT,1611876022
benito juarez,19.385,-99.165,69.8,37,75,6.91,MX,1611876022
adrar,20.5022,-10.0711,66.33,27,0,9.91,MR,1611876022
lorengau,-2.0226,147.2712,84.06,73,99,7.45,PG,1611876022
miyako,39.6367,141.9525,37.72,74,91,21.05,JP,1611876022
okhotsk,59.3833,143.3,-13.92,78,0,4.76,RU,1611876023
zumpango,19.7978,-99.1017,69.8,37,75,6.91,MX,1611876023
vostok,46.4856,135.8833,-7.42,92,100,4.9,RU,1611876023
mutsamudu,0.0,0.0,0.0,0,0,0.0,0,0
marzuq,14.4,46.4667,57.27,37,0,4.05,YE,1611876023
tosya,41.0155,34.0401,26.02,91,63,2.08,TR,1611876023
manitouwadge,49.1215,-85.8403,-0.38,93,97,5.3,CA,1611876023
mirnyy,62.5353,113.9611,-44.75,78,86,3.85,RU,1611876024
kavaratti,10.5669,72.642,79.81,73,14,9.24,IN,1611876024
namatanai,-3.6667,152.4333,84.15,72,97,6.85,PG,1611876024
sur,22.5667,59.5289,61.48,59,0,1.52,OM,1611876024
waddan,29.1614,16.139,51.94,68,0,6.26,LY,1611876024
winchester,51.0651,-1.3187,52.0,93,75,12.66,GB,1611876024
alice springs,-23.7,133.8833,86.0,42,0,10.36,AU,1611876024
san policarpo,12.1791,125.5072,79.14,77,89,14.94,PH,1611876024
kathmandu,27.7167,85.3167,41.0,87,20,2.3,NP,1611875892
taft,31.7471,54.2088,50.0,18,40,4.61,IR,1611876025
zanjan,36.6736,48.4787,35.38,83,40,9.69,IR,1611876025
otjimbingwe,-22.35,16.1333,78.26,45,16,3.27,NA,1611876025
dakar,14.6937,-17.4441,68.0,64,0,11.5,SN,1611876025
muskegon,43.3,-86.1334,21.99,68,90,5.75,US,1611876025
tumannyy,0.0,0.0,0.0,0,0,0.0,0,0
svetlaya,46.5389,138.3297,10.56,95,100,22.88,RU,1611876025
west bay,19.3667,-81.4167,78.66,70,0,18.77,KY,1611876025
hassleholm,56.1591,13.7664,23.0,86,7,13.8,SE,1611876025
banjar,-8.19,114.9675,80.6,83,40,8.05,ID,1611876026
teknaf,20.8624,92.3058,59.45,72,3,3.24,BD,1611876026
jian,27.1172,114.9793,41.68,85,0,2.91,CN,1611876026
gerash,27.6652,54.1371,48.69,47,32,1.43,IR,1611876026
harrisburg,40.2737,-76.8844,30.2,29,1,20.71,US,1611875775
kupang,-10.1667,123.5833,77.0,94,75,10.36,ID,1611876026
port blair,11.6667,92.75,78.4,83,3,7.4,IN,1611876026
burnie,-41.0667,145.9167,59.0,72,100,14.0,AU,1611876026
putai,46.6579,1.9863,53.6,94,90,23.02,FR,1611876273
ust-kulom,61.6864,53.6902,23.85,98,100,1.57,RU,1611876273
tadine,-21.55,167.8833,80.33,77,63,18.34,NC,1611876273
benjamin constant,-4.3831,-70.0311,82.4,83,40,3.44,BR,1611876273
seminole,28.7086,-81.2081,55.99,58,1,10.36,US,1611876273
kamenka,51.3223,42.7678,28.11,98,100,9.86,RU,1611876273
yumen,40.2833,97.2,20.7,75,0,14.29,CN,1611876209
ambilobe,-13.2,49.05,74.03,92,79,1.72,MG,1611876273
berdigestyakh,62.0989,126.6992,-42.47,80,100,1.45,RU,1611876273
port-cartier,50.0334,-66.8654,14.0,62,52,10.36,CA,1611876274
dzhebariki-khaya,62.2167,135.8,-53.19,72,99,0.58,RU,1611876274
buraydah,26.326,43.975,66.4,35,65,6.33,SA,1611876129
beni,0.5,29.4667,64.67,82,78,1.28,CD,1611876274
houma,29.5958,-90.7195,55.0,50,1,9.22,US,1611876274
kazalinsk,0.0,0.0,0.0,0,0,0.0,0,0
kiunga,-6.1219,141.2906,76.12,94,100,2.39,PG,1611876274
gorontalo,0.5412,123.0595,76.21,82,90,4.41,ID,1611876274
tidore,0.0,0.0,0.0,0,0,0.0,0,0
key west,24.5557,-81.7826,70.0,64,1,12.66,US,1611876274
powell,40.1578,-83.0752,25.0,54,90,11.5,US,1611876275
chara,56.9064,118.2631,-34.92,77,100,0.78,RU,1611876275
varkaus,62.3153,27.873,32.0,93,90,6.91,FI,1611876275
mwene-ditu,-7.0,23.45,63.64,97,98,3.42,CD,1611876275
laukaa,58.7372,29.8453,27.39,99,100,4.47,RU,1611876275
baker city,44.7749,-117.8344,35.06,90,100,6.04,US,1611876012
durusu,41.3053,28.6767,35.6,69,0,6.91,TR,1611876275
beloha,-25.1667,45.05,75.45,91,21,5.61,MG,1611876275
hays,30.0502,-98.0336,55.0,49,90,6.62,US,1611876276
petropavlovsk-kamchatskiy,53.0452,158.6483,12.2,85,20,8.95,RU,1611876050
ruyigi,-3.45,30.3167,57.61,92,26,2.64,BI,1611876276
worthington,40.0931,-83.018,23.61,81,35,8.61,US,1611876237
chardara,41.2547,67.9692,36.88,76,0,4.81,KZ,1611876276
kaseda,31.4167,130.3167,33.8,75,75,18.41,JP,1611876276
falun,60.6036,15.626,10.99,92,100,4.61,SE,1611876276
guanare,9.0418,-69.7421,81.41,47,8,2.33,VE,1611876276
eisenberg,50.9667,11.9,34.0,89,100,6.64,DE,1611876276
zapresic,45.8564,15.8078,39.99,81,75,6.91,HR,1611876277
glebychevo,60.4387,28.7183,26.87,98,100,6.89,RU,1611876277
mihijam,23.8526,86.8788,51.8,42,0,6.71,IN,1611876277
kenai,60.5544,-151.2583,22.5,96,100,12.66,US,1611876249
celestun,20.8667,-90.4,76.17,80,89,20.49,MX,1611876230
tigzirt,36.8886,4.1198,60.75,72,19,7.7,DZ,1611876277
morros,-9.4467,-46.3003,79.36,62,100,4.34,BR,1611876277
krasnoselkup,65.7,82.4667,-30.32,83,100,14.74,RU,1611876277
meulaboh,4.1363,96.1285,75.22,87,100,5.08,ID,1611876277
turukhansk,65.8167,87.9833,-33.47,78,47,10.87,RU,1611876278
adalaj,23.1667,72.5833,55.4,54,0,5.75,IN,1611876278
itacurubi del rosario,-24.5,-56.6833,75.99,92,99,3.47,PY,1611876278
norilsk,69.3535,88.2027,-32.49,71,0,4.54,RU,1611876278
tautira,-17.7333,-149.15,86.0,62,40,10.36,PF,1611876278
clarence town,-32.5833,151.7833,67.41,95,100,8.57,AU,1611876306
dauphin,51.1494,-100.0502,5.0,78,1,10.36,CA,1611876306
kalmunai,7.4167,81.8167,75.56,89,100,10.47,LK,1611876306
oyama,36.3,139.8,43.0,93,75,5.75,JP,1611876306
valera,9.3178,-70.6036,72.75,73,82,1.01,VE,1611876307
aybak,0.0,0.0,0.0,0,0,0.0,0,0
vanavara,60.34,102.2797,-42.79,79,15,4.52,RU,1611876307
boysun,38.2061,67.1986,34.16,58,0,5.39,UZ,1611876123
kamen-rybolov,44.7481,132.0403,-5.94,85,100,21.34,RU,1611876307
tura,25.5198,90.2201,56.73,61,0,3.27,IN,1611876307
mrirt,0.0,0.0,0.0,0,0,0.0,0,0
tanglad,11.2917,125.5768,77.45,78,98,10.94,PH,1611876307
chom bung,0.0,0.0,0.0,0,0,0.0,0,0
siukh,42.5999,46.5446,27.12,94,47,6.38,RU,1611876308
great yarmouth,52.6083,1.7305,48.2,93,20,5.75,GB,1611876308
rutul,41.5357,47.4239,39.2,70,40,2.3,RU,1611876308
constitucion,-35.3333,-72.4167,63.66,75,77,10.11,CL,1611876308
kochevo,59.5994,54.3125,22.32,98,100,3.6,RU,1611876308
coquimbo,-29.9533,-71.3436,62.6,82,40,9.22,CL,1611876146
henties bay,-22.116,14.2845,64.98,81,28,4.21,NA,1611876308
olteni,44.1833,25.2833,26.01,81,64,8.16,RO,1611876309
cuauhtemoc,28.4167,-106.8667,62.01,24,0,1.01,MX,1611876309
suntar,62.1444,117.6319,-45.56,77,100,3.94,RU,1611876296
